Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
10,4,8,154,111,0,4.4,198.316,2.731,1325.274,1257.209
10,4,9,466,134,0.6,6.4,488.44,7.876,3233.766,3110.783
10,4,10,697,95,0.6,5.8,714.874,12.813,4664.696,4489.228
10,4,11,715,131,1.7,5.8,841.023,16.491,5411.113,5204.42
10,4,12,799,135,3.9,6.4,943.795,19.69,5986.635,5754.065
10,4,13,902,78,5,6.4,917.777,20.479,5795.99,5572.166
10,4,14,879,76,6.1,7.2,809.772,18.706,5137.114,4942.189
10,4,15,777,84,5.6,4.4,612.387,18.523,3837.153,3693.22
10,4,16,668,60,5.6,3.6,370.912,13.958,2257.798,2165.053
10,4,17,292,48,3.3,1.4,115.653,6.231,655.223,602.35
10,4,18,0,8,-1.1,3.1,0,-1.1,0,0
10,4,19,0,0,-2.8,2.2,0,-2.8,0,0
10,4,20,0,0,-0.6,2.2,0,-0.6,0,0
10,4,21,0,0,0.6,3.6,0,0.6,0,0
10,4,22,0,0,0.6,3.6,0,0.6,0,0
10,4,23,0,0,1.1,2.2,0,1.1,0,0
10,5,0,0,0,1.1,2.2,0,1.1,0,0
10,5,1,0,0,1.1,2.2,0,1.1,0,0
10,5,2,0,0,1.7,1.4,0,1.7,0,0
10,5,3,0,0,1.1,2.2,0,1.1,0,0
10,5,4,0,0,1.7,2.2,0,1.7,0,0
10,5,5,0,0,1.7,0.8,0,1.7,0,0
10,5,6,0,5,1.7,0,4.523,-0.901,31.413,0
10,5,7,13,36,2.8,0,39.006,0.069,264.504,219.508
10,5,8,68,106,5,1.4,143.763,7.232,950.93,891.614
10,5,9,79,179,7.2,3.6,247.017,11.574,1620.307,1544.88
10,5,10,12,218,7.2,0.6,228.06,14.484,1481.678,1409.761
10,5,11,18,232,8.9,2.2,246.831,14.332,1604.884,1529.851
10,5,12,19,236,9.4,3.1,251.835,14.396,1636.997,1561.14
10,5,13,4,202,9.4,3.6,200.078,12.95,1309.008,1241.337
10,5,14,0,146,10.6,5.3,137.504,12.169,902.767,844.529
10,5,15,0,76,9.4,3.9,67.619,9.584,449.034,400.408
10,5,16,0,35,8.9,2.8,30.628,7.98,204.817,160.961
10,5,17,0,14,7.2,2.2,12.228,5.543,82.638,41.063
10,5,18,0,2,6.7,4.4,0,6.7,0,0
10,5,19,0,0,6.7,4.4,0,6.7,0,0
10,5,20,0,0,6.1,3.1,0,6.1,0,0
10,5,21,0,0,3.3,3.1,0,3.3,0,0
10,5,22,0,0,3.3,2.8,0,3.3,0,0
10,5,23,0,0,1.1,1.4,0,1.1,0,0
10,6,0,0,0,0.6,2.2,0,0.6,0,0
10,6,1,0,0,-1.1,0.8,0,-1.1,0,0
10,6,2,0,0,-4.4,2.2,0,-4.4,0,0
10,6,3,0,0,-2.8,0.8,0,-2.8,0,0
10,6,4,0,0,-3.9,0,0,-3.9,0,0
10,6,5,0,0,-3.3,0.8,0,-3.3,0,0
10,6,6,0,5,-3.3,2.2,4.523,-5.37,32.001,0
10,6,7,351,29,-1.1,3.6,132.273,0.224,770.56,715.223
10,6,8,635,70,3.9,0.8,401.765,15.918,2471.154,2372.184
10,6,9,783,59,6.7,3.9,616.293,19.763,3854.651,3710.085
10,6,10,838,70,8.3,3.1,793.087,27.035,4845.829,4663.025
10,6,11,865,78,10,2.8,903.961,32.357,5398.019,5191.896
10,6,12,874,82,11.1,3.1,939.167,33.759,5572.259,5358.478
10,6,13,833,77,12.2,3.1,859.105,33.085,5110.189,4916.401
10,6,14,738,79,11.7,2.2,697.251,30.729,4179.865,4023.266
10,6,15,566,105,12.2,2.2,497.007,25.65,3016.708,2900.84
10,6,16,155,88,11.1,2.2,164.726,15.23,1029.451,968.355
10,6,17,0,21,7.8,0,18.692,7.11,125.471,83.104
10,6,18,0,2,4.4,2.2,0,4.4,0,0
10,6,19,0,0,6.1,2.8,0,6.1,0,0
10,6,20,0,0,6.7,2.8,0,6.7,0,0
10,6,21,0,0,7.2,3.9,0,7.2,0,0
10,6,22,0,0,7.2,3.6,0,7.2,0,0
10,6,23,0,0,7.8,3.1,0,7.8,0,0
10,7,0,0,0,7.8,3.6,0,7.8,0,0
10,7,1,0,0,7.8,3.1,0,7.8,0,0
10,7,2,0,0,7.2,2.8,0,7.2,0,0
10,7,3,0,0,7.2,2.8,0,7.2,0,0
10,7,4,0,0,3.9,2.2,0,3.9,0,0
10,7,5,0,0,2.2,2.8,0,2.2,0,0
10,7,6,0,6,2.2,3.1,5.427,0.465,37.479,0
10,7,7,273,30,5.6,2.8,113.492,6.573,654.539,601.68
10,7,8,656,40,11.1,2.2,375.135,19.555,2256.887,2164.169
10,7,9,794,61,15,7.2,625.089,24.208,3829.391,3685.739
10,7,10,844,71,17.8,7.5,797.823,29.709,4812.536,4631.092
10,7,11,857,76,20.6,8.9,892.316,32.739,5318.313,5115.645
10,7,12,876,71,21.7,10.3,915.052,33.079,5446.972,5238.712
10,7,13,855,76,22.2,9.7,875.081,33.545,5193.124,4995.822
10,7,14,832,68,22.2,10.3,755.178,31.551,4507.516,4338.286
10,7,15,797,54,22.2,7.5,579.112,30.926,3414.151,3285.086
10,7,16,690,41,21.1,3.1,350.647,29.276,1969.874,1885.189
10,7,17,212,45,17.8,5.8,96.681,18.831,531.112,480.819
10,7,18,0,6,13.9,2.2,0,13.9,0,0
10,7,19,0,0,12.2,2.2,0,12.2,0,0
10,7,20,0,0,9.4,0.8,0,9.4,0,0
10,7,21,0,0,8.9,0.8,0,8.9,0,0
10,7,22,0,0,5.6,0.8,0,5.6,0,0
10,7,23,0,0,5,0.8,0,5,0,0
10,8,0,0,0,3.9,0.8,0,3.9,0,0
10,8,1,0,0,3.9,0.8,0,3.9,0,0
10,8,2,0,0,4.4,1.4,0,4.4,0,0
10,8,3,0,0,2.8,0.8,0,2.8,0,0
10,8,4,0,0,3.3,0.8,0,3.3,0,0
10,8,5,0,0,2.8,3.1,0,2.8,0,0
10,8,6,0,7,2.2,3.6,6.332,0.777,43.668,2.806
10,8,7,297,52,5,3.6,142.017,6.581,836.654,779.878
10,8,8,581,75,10.6,3.1,379.186,18.379,2308.715,2214.504
10,8,9,796,62,15.6,3.1,626.514,29.726,3738.364,3597.979
10,8,10,847,72,17.2,3.9,800.038,34.492,4714.574,4537.102
10,8,11,772,118,18.3,5.3,871.339,34.69,5144.091,4948.871
10,8,12,626,149,18.3,5.8,791.239,32.495,4723.807,4545.961
10,8,13,426,183,19.4,5.3,619.407,31.071,3721.834,3582.039
10,8,14,201,191,20,4.4,376.827,27.713,2297.352,2203.469
10,8,15,164,154,19.4,3.1,279.341,25.409,1710.893,1633.122
10,8,16,80,84,17.2,3.6,129.222,19.247,802.39,746.362
10,8,17,16,25,12.8,2.8,28.122,12.058,178.128,134.777
10,8,18,0,3,11.1,2.2,0,11.1,0,0
10,8,19,0,0,12.8,2.2,0,12.8,0,0
10,8,20,0,0,10.6,0.6,0,10.6,0,0
10,8,21,0,0,10.6,5.3,0,10.6,0,0
10,8,22,0,0,12.8,2.2,0,12.8,0,0
10,8,23,0,0,11.7,2.2,0,11.7,0,0
10,9,0,0,0,11.7,2.8,0,11.7,0,0
10,9,1,0,0,10,2.8,0,10,0,0
10,9,2,0,0,6.1,2.2,0,6.1,0,0
10,9,3,0,0,7.8,2.8,0,7.8,0,0
10,9,4,0,0,6.7,2.2,0,6.7,0,0
10,9,5,0,0,5.6,3.1,0,5.6,0,0
10,9,6,0,6,5.6,2.8,5.427,3.871,36.941,0
10,9,7,295,47,7.8,4.4,136.76,9.153,792.974,737.151
10,9,8,683,41,11.7,3.1,387.833,19.667,2329.718,2234.899
10,9,9,773,58,13.9,2.8,605.053,28.033,3638.809,3501.953
10,9,10,818,62,15,3.1,754.363,32.616,4485.645,4317.274
10,9,11,842,71,16.7,3.1,859.569,37,5016.096,4826.256
10,9,12,740,96,17.8,2.2,826.266,39.768,4757.582,4578.372
10,9,13,746,88,18.3,3.1,789.276,37.134,4601.229,4428.294
10,9,14,708,104,18.3,1.4,701.741,39.506,4027.692,3876.786
10,9,15,524,85,18.3,0,444.983,38.437,2534.117,2433.269
10,9,16,454,52,15.6,1.4,263.183,23.251,1533.759,1460.534
10,9,17,24,24,10.6,3.1,28.803,10.218,180.779,137.377
10,9,18,0,2,8.3,3.1,0,8.3,0,0
10,9,19,0,0,6.1,3.1,0,6.1,0,0
10,9,20,0,0,7.8,3.9,0,7.8,0,0
10,9,21,0,0,10,3.9,0,10,0,0
10,9,22,0,0,10,1.4,0,10,0,0
10,9,23,0,0,8.9,0,0,8.9,0,0
10,10,0,0,0,8.3,0.8,0,8.3,0,0
10,10,1,0,0,7.8,2.2,0,7.8,0,0
10,10,2,0,0,7.2,0,0,7.2,0,0
10,10,3,0,0,7.8,2.2,0,7.8,0,0
10,10,4,0,0,7.2,0.8,0,7.2,0,0
10,10,5,0,0,6.1,0.8,0,6.1,0,0
10,10,6,0,4,6.1,0.8,3.618,3.496,24.667,0
10,10,7,217,37,5.6,0,105.883,6.456,625.61,573.359
10,10,8,464,67,9.4,0.8,314.469,18.257,1918.173,1834.894
10,10,9,452,107,11.1,0.8,445.476,25.358,2721.261,2614.719
10,10,10,186,195,13.3,1.4,376.809,24.282,2336.688,2241.666
10,10,11,184,226,15,2.2,429.457,25.672,2649.313,2544.98
10,10,12,391,193,15,3.1,599.676,28.638,3647.616,3510.45
10,10,13,498,153,15.6,0.8,645.344,37.227,3761.282,3620.079
10,10,14,512,127,16.1,2.8,568.258,29.986,3419.66,3290.406
10,10,15,283,118,16.1,3.1,317.693,23.486,1953.246,1869.014
10,10,16,388,62,15.6,2.8,243.475,20.781,1441.948,1371.021
10,10,17,22,24,11.1,0.8,28.655,10.928,180.079,136.69
10,10,18,0,2,7.8,2.2,0,7.8,0,0
10,10,19,0,0,5.6,0.8,0,5.6,0,0
10,10,20,0,0,5.6,0.8,0,5.6,0,0
10,10,21,0,0,3.9,2.2,0,3.9,0,0
10,10,22,0,0,2.2,2.8,0,2.2,0,0
10,10,23,0,0,1.7,2.8,0,1.7,0,0
10,11,0,0,0,0.6,2.2,0,0.6,0,0
10,11,1,0,0,3.9,3.1,0,3.9,0,0
10,11,2,0,0,2.2,1.4,0,2.2,0,0
10,11,3,0,0,0.6,0,0,0.6,0,0
10,11,4,0,0,0.6,1.4,0,0.6,0,0
10,11,5,0,0,0,2.8,0,0,0,0
10,11,6,0,6,0,2.8,0,0,0,0
10,11,7,280,44,0.6,2.8,128.015,1.989,763.735,708.546
10,11,8,643,50,7.8,2.2,377.228,16.382,2302.858,2208.816
10,11,9,794,53,13.3,3.6,610.341,26.423,3696.522,3557.626
10,11,10,831,63,15.6,3.9,763.173,32.109,4548.37,4377.53
10,11,11,839,70,16.7,5.3,851.873,32.664,5077.983,4885.552
10,11,12,639,140,17.2,7.2,788.342,29.501,4774.575,4594.675
10,11,13,419,176,15,8.1,602.227,23.569,3749.327,3608.551
10,11,14,107,173,14.4,9.4,281.974,17.709,1802.046,1721.877
10,11,15,357,122,11.7,7.5,367.651,16.576,2329.623,2234.807
10,11,16,445,60,11.7,5.8,263.857,15.697,1591.835,1517.136
10,11,17,118,29,7.8,2.2,60.33,8.295,353.639,306.91
10,11,18,0,3,7.2,1.4,0,7.2,0,0
10,11,19,0,0,5,0.8,0,5,0,0
10,11,20,0,0,3.9,1.4,0,3.9,0,0
10,11,21,0,0,5.6,3.1,0,5.6,0,0
10,11,22,0,0,4.4,2.2,0,4.4,0,0
10,11,23,0,0,1.7,1.4,0,1.7,0,0
10,12,0,0,0,3.3,2.8,0,3.3,0,0
10,12,1,0,0,5,3.6,0,5,0,0
10,12,2,0,0,6.1,3.1,0,6.1,0,0
10,12,3,0,0,5.6,2.8,0,5.6,0,0
10,12,4,0,0,7.8,6.7,0,7.8,0,0
10,12,5,0,0,7.2,3.9,0,7.2,0,0
10,12,6,0,4,6.1,2.2,0,6.1,0,0
10,12,7,22,25,6.7,1.4,30.184,5.479,195.206,151.532
10,12,8,0,59,8.3,3.1,53.727,7.869,359.467,312.624
10,12,9,0,97,9.4,2.8,89.68,9.948,594.583,542.98
10,12,10,102,184,10.6,2.8,281.188,16.067,1811.608,1731.185
10,12,11,593,159,11.7,3.1,746.052,28.429,4540,4369.491
10,12,12,786,128,12.2,5.8,907.608,28.264,5529.026,5317.159
10,12,13,673,121,12.8,4.4,764.724,29.067,4636.94,4462.582
10,12,14,478,146,12.8,0.8,561.97,32.86,3335.094,3208.714
10,12,15,299,121,12.2,2.2,330.715,20.923,2056.104,1969.046
10,12,16,333,61,10.6,0,218.398,20.311,1298.106,1230.699
10,12,17,86,29,5,0.8,53.815,5.512,327.467,281.251
10,12,18,0,2,2.8,3.1,0,2.8,0,0
10,12,19,0,0,5.6,3.1,0,5.6,0,0
10,12,20,0,0,7.8,2.8,0,7.8,0,0
10,12,21,0,0,7.2,4.4,0,7.2,0,0
10,12,22,0,0,5.6,3.9,0,5.6,0,0
10,12,23,0,0,7.2,4.4,0,7.2,0,0
10,13,0,0,0,6.1,2.8,0,6.1,0,0
10,13,1,0,0,6.1,3.9,0,6.1,0,0
10,13,2,0,0,6.1,3.1,0,6.1,0,0
10,13,3,0,0,5,2.8,0,5,0,0
10,13,4,0,0,2.8,3.1,0,2.8,0,0
10,13,5,0,0,2.2,2.2,0,2.2,0,0
10,13,6,0,4,2.8,2.2,0,2.8,0,0
10,13,7,64,24,3.9,1.4,47.022,3.139,295.205,249.617
10,13,8,54,86,8.9,0.8,117.44,10.583,765.335,710.111
10,13,9,159,132,12.2,2.8,256.393,17.133,1634.001,1558.221
10,13,10,121,197,13.9,2.2,328.936,21.588,2066.352,1979.01
10,13,11,89,211,16.1,0,310.023,29.028,1882.526,1800.208
10,13,12,11,221,13.9,6.7,232.798,16.971,1495.807,1423.537
10,13,13,31,190,12.8,9.7,231.363,15.098,1498.876,1426.529
10,13,14,0,92,8.3,8.9,82.894,8.646,552.729,501.993
10,13,15,0,28,5.6,10.8,24.473,5.079,165.728,122.61
10,13,16,0,13,3.9,9.7,11.333,3.122,77.392,35.913
10,13,17,0,7,3.3,6.7,6.1,2.196,41.816,0.987
10,13,18,0,2,3.9,6.7,0,3.9,0,0
10,13,19,0,0,3.3,7.2,0,3.3,0,0
10,13,20,0,0,3.3,12.5,0,3.3,0,0
10,13,21,0,0,3.9,14.2,0,3.9,0,0
10,13,22,0,0,2.8,17.5,0,2.8,0,0
10,13,23,0,0,2.2,15.6,0,2.2,0,0
10,14,0,0,0,2.2,13.3,0,2.2,0,0
10,14,1,0,0,1.7,13.3,0,1.7,0,0
10,14,2,0,0,1.1,13.1,0,1.1,0,0
10,14,3,0,0,0,10.8,0,0,0,0
10,14,4,0,0,0,8.9,0,0,0,0
10,14,5,0,0,-0.6,9.4,0,-0.6,0,0
10,14,6,0,4,-1.1,7.2,0,-1.1,0,0
10,14,7,182,48,-0.6,7.5,111.31,-0.023,696.044,642.306
10,14,8,621,39,0.6,9.4,352.224,4.385,2260.009,2167.201
10,14,9,719,55,0,9.4,559.584,6.713,3703.889,3564.732
10,14,10,783,78,1.7,7.5,746.134,12.601,4868.067,4684.353
10,14,11,824,72,2.2,5.8,844.338,17.095,5414.309,5207.477
10,14,12,825,90,3.3,7.5,886.638,16.655,5699.68,5480.208
10,14,13,832,94,3.9,7.5,859.987,16.891,5517.062,5305.722
10,14,14,803,88,4.4,5.8,744.53,17.668,4738.413,4559.978
10,14,15,728,75,3.9,4.4,548.39,15.358,3469.565,3338.6
10,14,16,428,78,3.3,3.1,273.086,9.646,1697.246,1619.831
10,14,17,47,35,-0.6,2.8,53.134,-0.404,348.022,301.403
10,14,18,0,2,-2.2,0.8,0,-2.2,0,0
10,14,19,0,0,-3.3,0,0,-3.3,0,0
10,14,20,0,0,-5,0,0,-5,0,0
10,14,21,0,0,-6.1,2.2,0,-6.1,0,0
10,14,22,0,0,-6.7,0,0,-6.7,0,0
10,14,23,0,0,-6.1,0,0,-6.1,0,0
10,15,0,0,0,-6.1,2.8,0,-6.1,0,0
10,15,1,0,0,-7.2,2.2,0,-7.2,0,0
10,15,2,0,0,-7.2,1.4,0,-7.2,0,0
10,15,3,0,0,-7.8,0.8,0,-7.8,0,0
10,15,4,0,0,-9.4,0.8,0,-9.4,0,0
10,15,5,0,0,-10,0,0,-10,0,0
10,15,6,0,4,-10,1.4,0,-10,0,0
10,15,7,176,45,-6.7,0,106.115,-4.825,676.225,622.908
10,15,8,640,50,-2.8,2.2,375.754,5.802,2400.229,2303.353
10,15,9,742,74,0,2.8,600.109,14.307,3843.165,3699.015
10,15,10,853,65,2.2,3.6,784.273,19.982,4947.878,4760.874
10,15,11,879,69,4.4,3.1,878.229,25.662,5412.477,5205.724
10,15,12,886,70,5.6,3.6,905.014,26.576,5556.184,5343.115
10,15,13,875,68,5.6,3.6,854.219,25.514,5265.055,5064.679
10,15,14,842,64,6.1,5.3,737.811,20.025,4642.793,4468.202
10,15,15,720,68,5.6,2.8,533.441,19.133,3315.095,3189.389
10,15,16,590,41,3.9,3.1,292.852,10.68,1774.92,1695.469
10,15,17,40,32,1.1,2.8,47.6,1.219,310.585,264.698
10,15,18,0,2,-1.7,3.1,0,-1.7,0,0
10,15,19,0,0,0,4.4,0,0,0,0
10,15,20,0,0,-0.6,6.4,0,-0.6,0,0
10,15,21,0,0,-1.7,5.3,0,-1.7,0,0
10,15,22,0,0,-2.8,3.9,0,-2.8,0,0
10,15,23,0,0,-3.3,5.3,0,-3.3,0,0
10,16,0,0,0,-3.3,4.4,0,-3.3,0,0
10,16,1,0,0,-3.3,5.3,0,-3.3,0,0
10,16,2,0,0,-3.3,6.4,0,-3.3,0,0
10,16,3,0,0,-3.3,7.2,0,-3.3,0,0
10,16,4,0,0,-2.8,5.3,0,-2.8,0,0
10,16,5,0,0,-2.8,6.4,0,-2.8,0,0
10,16,6,0,3,-2.8,5.8,0,-2.8,0,0
10,16,7,0,17,-2.2,6.4,14.873,-3.164,104.283,62.309
10,16,8,0,57,-1.1,5.3,52.687,-1.513,366.888,319.898
10,16,9,5,123,0,5.3,124.133,1.014,854.855,797.678
10,16,10,60,162,1.1,5.3,221.628,4.089,1505.431,1432.919
10,16,11,9,203,2.8,6.4,212.618,5.428,1437.532,1366.714
10,16,12,2,170,2.2,5.8,166.489,4.158,1131.871,1068.409
10,16,13,0,138,2.2,3.6,130.224,3.889,886.353,828.48
10,16,14,0,110,2.8,1.4,102.427,4.16,696.352,642.608
10,16,15,0,78,3.3,0.8,71.92,3.645,490.022,440.568
10,16,16,0,47,2.2,3.1,44.322,1.587,304.64,258.869
10,16,17,0,14,0.6,3.1,12.663,-0.897,87.954,46.281
10,16,18,0,2,0,3.9,0,0,0,0
10,16,19,0,0,-1.1,2.8,0,-1.1,0,0
10,16,20,0,0,-2.8,2.2,0,-2.8,0,0
10,16,21,0,0,-3.3,3.1,0,-3.3,0,0
10,16,22,0,0,-2.8,2.2,0,-2.8,0,0
10,16,23,0,0,-3.9,0.6,0,-3.9,0,0
10,17,0,0,0,-3.3,2.2,0,-3.3,0,0
10,17,1,0,0,-4.4,0.8,0,-4.4,0,0
10,17,2,0,0,-5.6,1.4,0,-5.6,0,0
10,17,3,0,0,-6.1,0.8,0,-6.1,0,0
10,17,4,0,0,-5.6,1.4,0,-5.6,0,0
10,17,5,0,0,-4.4,2.8,0,-4.4,0,0
10,17,6,0,2,-3.9,0.8,0,-3.9,0,0
10,17,7,155,39,-2.2,0.8,93.202,-1.738,586.744,535.304
10,17,8,568,42,0.6,3.1,328.318,7.079,2082.206,1994.423
10,17,9,728,52,3.3,3.6,557.917,15.298,3552.624,3418.785
10,17,10,793,78,4.4,3.9,748.953,20.767,4707.643,4530.449
10,17,11,761,110,5.6,5.3,835.961,21.213,5260.195,5060.028
10,17,12,532,158,6.7,3.1,697.407,23.814,4338.286,4175.644
10,17,13,325,188,6.7,5.8,516.175,15.655,3331.714,3205.448
10,17,14,152,161,6.7,6.4,303.582,11.257,1994.77,1909.404
10,17,15,1,95,5.6,2.8,92.146,6.913,618.955,566.843
10,17,16,0,46,5,0.8,43.674,4.259,296.789,251.169
10,17,17,0,13,3.3,0.6,11.759,0.857,81.071,39.525
10,17,18,0,1,2.2,0.8,0,2.2,0,0
10,17,19,0,0,-2.8,0,0,-2.8,0,0
10,17,20,0,0,-3.9,2.2,0,-3.9,0,0
10,17,21,0,0,-5,2.2,0,-5,0,0
10,17,22,0,0,-4.4,2.2,0,-4.4,0,0
10,17,23,0,0,-5.6,2.2,0,-5.6,0,0
10,18,0,0,0,-5,2.8,0,-5,0,0
10,18,1,0,0,-6.1,2.2,0,-6.1,0,0
10,18,2,0,0,-6.1,2.2,0,-6.1,0,0
10,18,3,0,0,-5.6,2.2,0,-5.6,0,0
10,18,4,0,0,-6.1,2.2,0,-6.1,0,0
10,18,5,0,0,-7.8,1.4,0,-7.8,0,0
10,18,6,0,4,-7.8,2.8,0,-7.8,0,0
10,18,7,141,40,-4.4,0,91.582,-4.242,587.449,535.995
10,18,8,615,48,-1.7,3.1,359.26,5.556,2293.988,2200.203
10,18,9,718,72,2.8,2.8,578.152,16.448,3664.674,3526.906
10,18,10,628,104,6.7,2.2,652.821,23.933,4044.874,3893.331
10,18,11,587,131,8.9,3.6,705.237,24.841,4363.635,4200.015
10,18,12,673,129,10,3.6,794.09,27.995,4842.418,4659.754
10,18,13,396,175,11.7,2.8,559.557,25.862,3444.917,3314.8
10,18,14,237,159,11.7,2.2,378.452,21.667,2370.279,2274.279
10,18,15,103,123,10.6,0.8,208.158,17.47,1322.559,1254.56
10,18,16,63,59,8.3,1.4,97.145,9.902,626.489,574.219
10,18,17,0,18,3.3,0.6,16.281,1.477,111.958,69.842
10,18,18,0,2,1.1,0.8,0,1.1,0,0
10,18,19,0,0,-0.6,0.8,0,-0.6,0,0
10,18,20,0,0,0.6,0.8,0,0.6,0,0
10,18,21,0,0,1.7,0.8,0,1.7,0,0
10,18,22,0,0,2.8,1.4,0,2.8,0,0
10,18,23,0,0,5,1.4,0,5,0,0
10,19,0,0,0,4.4,1.4,0,4.4,0,0
10,19,1,0,0,3.3,2.2,0,3.3,0,0
10,19,2,0,0,5.6,2.8,0,5.6,0,0
10,19,3,0,0,5.6,4.4,0,5.6,0,0
10,19,4,0,0,5,3.6,0,5,0,0
10,19,5,0,0,3.9,3.6,0,3.9,0,0
10,19,6,0,3,3.3,3.6,0,3.3,0,0
10,19,7,114,37,2.8,3.1,80.525,2.939,505.343,455.577
10,19,8,610,47,5,4.4,354.922,11.1,2210.761,2119.36
10,19,9,728,69,6.7,6.4,579.703,15.751,3684.638,3546.164
10,19,10,843,63,7.8,5.8,766.347,21.091,4807.828,4626.576
10,19,11,768,117,7.8,2.8,846.336,28.829,5137.597,4942.651
10,19,12,463,173,8.9,7.2,651.071,18.949,4142.062,3986.886
10,19,13,207,202,9.4,6.4,418.55,16.094,2696.842,2591.052
10,19,14,353,145,9.4,3.6,446.528,18.986,2827.887,2718.027
10,19,15,338,88,8.9,3.9,320.965,15.496,2035.896,1949.398
10,19,16,152,55,6.7,2.2,132.503,9.359,837.522,780.726
10,19,17,0,16,3.9,0.8,14.472,2.352,99.15,57.271
10,19,18,0,0,2.8,0,0,2.8,0,0
10,19,19,0,0,-0.6,0,0,-0.6,0,0
10,19,20,0,0,-0.6,0,0,-0.6,0,0
10,19,21,0,0,-2.2,0,0,-2.2,0,0
10,19,22,0,0,-3.9,0,0,-3.9,0,0
10,19,23,0,0,-4.4,1.4,0,-4.4,0,0
10,20,0,0,0,-4.4,0,0,-4.4,0,0
10,20,1,0,0,-4.4,0,0,-4.4,0,0
10,20,2,0,0,-3.3,0,0,-3.3,0,0
10,20,3,0,0,-5,1.4,0,-5,0,0
10,20,4,0,0,-4.4,0.6,0,-4.4,0,0
10,20,5,0,0,-5.6,0,0,-5.6,0,0
10,20,6,0,1,-6.7,0,0,-6.7,0,0
10,20,7,90,39,-5,0,77.546,-5.515,512.412,462.502
10,20,8,393,70,-1.1,0,279.083,8.683,1775.036,1695.582
10,20,9,574,71,1.7,0,481.229,20.902,2989.63,2874.635
10,20,10,536,118,3.3,0,588.165,27.579,3582.264,3447.392
10,20,11,706,106,4.4,0,777.486,35.397,4571.005,4399.27
10,20,12,583,133,5.6,0,708.184,35.492,4163.918,4007.92
10,20,13,696,104,6.1,0,748.661,36.788,4368.417,4204.612
10,20,14,728,96,6.7,0,683.573,35.555,3993.102,3843.474
10,20,15,682,63,6.1,0,494.877,28.527,2935.72,2822.45
10,20,16,381,38,2.8,0,205.976,13.892,1234.734,1168.846
10,20,17,0,16,-1.7,2.2,14.472,-2.755,101.301,59.382
10,20,18,0,0,-2.8,1.4,0,-2.8,0,0
10,20,19,0,0,-1.1,2.2,0,-1.1,0,0
10,20,20,0,0,0,1.4,0,0,0,0
10,20,21,0,0,0.6,2.2,0,0.6,0,0
10,20,22,0,0,0.6,3.1,0,0.6,0,0
10,20,23,0,0,0,2.8,0,0,0,0
10,21,0,0,0,-1.7,3.1,0,-1.7,0,0
10,21,1,0,0,-0.6,2.8,0,-0.6,0,0
10,21,2,0,0,-0.6,2.8,0,-0.6,0,0
10,21,3,0,0,-1.7,3.9,0,-1.7,0,0
10,21,4,0,0,-1.7,2.2,0,-1.7,0,0
10,21,5,0,0,-2.2,3.1,0,-2.2,0,0
10,21,6,0,1,-3.9,0.8,0,-3.9,0,0
10,21,7,30,28,-4.4,1.4,42.6,-5.584,289.538,244.059
10,21,8,418,48,-1.1,2.2,266.542,4.27,1717.791,1639.84
10,21,9,612,61,0.6,2.2,492.352,12.821,3169.906,3049.04
10,21,10,685,92,2.8,0.8,679.336,25.666,4172.83,4016.496
10,21,11,620,119,5,0.8,716.004,29.765,4326.759,4164.56
10,21,12,469,173,6.1,2.2,654.181,23.82,4068.779,3916.346
10,21,13,436,160,6.1,2.2,587.829,21.923,3685.185,3546.691
10,21,14,260,148,7.8,3.6,381.152,16.31,2444.629,2346.445
10,21,15,294,94,6.7,3.1,290.894,13.004,1866.203,1784.323
10,21,16,268,42,5,3.6,166.285,7.849,1034.448,973.238
10,21,17,0,15,1.1,2.2,13.568,-0.109,93.925,52.142
10,21,18,0,0,0,2.2,0,0,0,0
10,21,19,0,0,2.2,3.6,0,2.2,0,0
10,21,20,0,0,1.1,6.4,0,1.1,0,0
10,21,21,0,0,0.6,4.4,0,0.6,0,0
10,21,22,0,0,0,4.4,0,0,0,0
10,21,23,0,0,-1.1,5.3,0,-1.1,0,0
10,22,0,0,0,-1.1,3.1,0,-1.1,0,0
10,22,1,0,0,-1.1,4.4,0,-1.1,0,0
10,22,2,0,0,-1.7,3.6,0,-1.7,0,0
10,22,3,0,0,-1.7,3.1,0,-1.7,0,0
10,22,4,0,0,-2.2,2.8,0,-2.2,0,0
10,22,5,0,0,-2.2,2.8,0,-2.2,0,0
10,22,6,0,1,-2.8,1.4,0,-2.8,0,0
10,22,7,0,9,-2.8,0.8,7.85,-5.532,55.581,14.501
10,22,8,0,32,-2.2,1.4,28.009,-3.874,196.969,153.262
10,22,9,0,62,-1.7,0.8,54.953,-2.566,384.352,337.017
10,22,10,0,105,-1.7,0.6,97.635,-0.72,677.636,624.289
10,22,11,1,150,-1.1,0.6,146.422,2.137,1004.06,943.543
10,22,12,8,189,-0.6,1.4,198.446,3.862,1350.77,1282.085
10,22,13,2,152,-0.6,0.8,150.678,3.257,1028.306,967.236
10,22,14,0,113,-0.6,1.4,108.118,1.034,744.875,690.092
10,22,15,49,101,-1.1,0,140.119,3.113,950.408,891.104
