Company Name,Customer Class,Product,Effective Start Date (mm/dd/yyyy),Effective End Date(mm/dd/yyyy),Contract Length(months),Electricity $/kWh,Service Area
EasyMax by ENMAX Energy Corp.,Small Business,Matched RRO,3/1/2013 0:00,3/31/2013 0:00,1,0.0729,EPCOR
Milner Power Inc.,Home,Three Year Fixed Price Plan,3/1/2013 0:00,6/30/2013 0:00,36,0.09,EPCOR
Milner Power Inc.,Small Business,Three Year Fixed Price Plan,3/1/2013 0:00,6/30/2013 0:00,36,0.09,EPCOR
NewGen Energy,Home,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1382,EPCOR
NewGen Energy,Small Business,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1382,EPCOR
Spark,Home,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1333,EPCOR
Spark,Small Business,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1333,EPCOR
SPONSOR Energy,Home,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1327,EPCOR
SPONSOR Energy,Small Business,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1327,EPCOR
Spot Power,Small Business,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1333,EPCOR
Vector Energy,Home,Three Year Fixed Price Plan,3/1/2013 0:00,6/30/2013 0:00,36,0.08899999,EPCOR
Vector Energy,Small Business,Three Year Fixed Price Plan,3/1/2013 0:00,6/30/2013 0:00,36,0.08899999,EPCOR
Vector Energy,Home,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1344,EPCOR
Vector Energy,Small Business,Wholesale,3/1/2013 0:00,3/31/2013 0:00,1,0.1344,EPCOR
Link Energy,Home,Three Year Stable Rate Plan,3/28/2013 0:00,6/30/2013 0:00,36,0.0855,EPCOR
Link Energy,Home,Three Year Stable Rate Plan,3/28/2013 0:00,6/30/2013 0:00,36,0.0865,EPCOR
Link Energy,Small Business,Three Year Stable Rate Plan,3/28/2013 0:00,6/30/2013 0:00,36,0.0855,EPCOR
Link Energy,Small Business,Three Year Stable Rate Plan,3/28/2013 0:00,6/30/2013 0:00,36,0.0865,EPCOR
SPONSOR Energy,Home,Three Year Stable Rate Plan,3/28/2013 0:00,5/5/2013 0:00,36,0.086,EPCOR
SPONSOR Energy,Small Business,Three Year Stable Rate Plan,3/28/2013 0:00,5/5/2013 0:00,36,0.086,EPCOR
Adagio Energy Inc.,Home,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1669,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1669,EPCOR
Bow Valley Power,Home,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1653,EPCOR
Bow Valley Power,Small Business,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1653,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Floating Electricity Plan,4/1/2013 0:00,5/1/2013 0:00,60,0.1517,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Floating Electricity Plan,4/1/2013 0:00,5/1/2013 0:00,60,0.1517,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Matched RRO,4/1/2013 0:00,4/30/2013 0:00,1,0.0821,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Matched RRO,4/1/2013 0:00,4/30/2013 0:00,1,0.0821,EPCOR
NewGen Energy,Home,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1725,EPCOR
NewGen Energy,Small Business,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1725,EPCOR
Northern Lights Energy & Power,Home,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1765,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1765,EPCOR
Spark,Home,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1674,EPCOR
Spark,Small Business,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1674,EPCOR
SPONSOR Energy,Home,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.167,EPCOR
SPONSOR Energy,Small Business,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.167,EPCOR
Spot Power,Home,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1673,EPCOR
Spot Power,Small Business,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.1673,EPCOR
Vector Energy,Home,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.172,EPCOR
Vector Energy,Small Business,Wholesale,4/1/2013 0:00,4/30/2013 0:00,1,0.172,EPCOR
Adagio Energy Inc.,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Bow Valley Power,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Brighter Futures Energy Inc.,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Camrose Energy,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
E.NRG Power Ltd.,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Mountain View Power,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
NewGen Energy,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Peace Power,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Spark,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
SPONSOR Energy,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Spot Power,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Vector Energy,Home,Three Year Stable Rate Plan For Seniors,4/30/2013 0:00,6/17/2013 0:00,36,0.073,EPCOR
Adagio Energy Inc.,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.162,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.162,EPCOR
Bow Valley Power,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1604,EPCOR
Bow Valley Power,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1604,EPCOR
Camrose Energy,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1645,EPCOR
Camrose Energy,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1645,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Floating Electricity Plan,5/1/2013 0:00,6/1/2013 0:00,60,0.149,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Floating Electricity Plan,5/1/2013 0:00,6/1/2013 0:00,60,0.149,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Matched RRO,5/1/2013 0:00,5/31/2013 0:00,1,0.071,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Matched RRO,5/1/2013 0:00,5/31/2013 0:00,1,0.071,EPCOR
Link Energy,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1584,EPCOR
Link Energy,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1584,EPCOR
NewGen Energy,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1675,EPCOR
NewGen Energy,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1675,EPCOR
Northern Lights Energy & Power,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1716,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1636,EPCOR
Spark,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1624,EPCOR
Spark,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1624,EPCOR
SPONSOR Energy,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.162,EPCOR
SPONSOR Energy,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.162,EPCOR
Spot Power,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1625,EPCOR
Spot Power,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1625,EPCOR
Vector Energy,Home,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1669,EPCOR
Vector Energy,Small Business,Wholesale,5/1/2013 0:00,5/31/2013 0:00,1,0.1669,EPCOR
SPONSOR Energy,Home,Three Year Stable Rate Plan - Security Required,5/6/2013 0:00,6/30/2013 0:00,36,0.0839,EPCOR
SPONSOR Energy,Home,Three Year Stable Rate Plan,5/6/2013 0:00,6/4/2013 0:00,36,0.0859,EPCOR
SPONSOR Energy,Small Business,Three Year Stable Rate Plan - Security Required,5/6/2013 0:00,6/30/2013 0:00,36,0.0839,EPCOR
SPONSOR Energy,Small Business,Three Year Stable Rate Plan,5/6/2013 0:00,6/4/2013 0:00,36,0.0859,EPCOR
Adagio Energy Inc.,Home,Three Year Fixed Price Plan,5/21/2013 0:00,6/30/2013 0:00,36,0.0833,EPCOR
Adagio Energy Inc.,Small Business,Three Year Fixed Price Plan,5/21/2013 0:00,6/30/2013 0:00,36,0.0833,EPCOR
Adagio Energy Inc.,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1394,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1394,EPCOR
Bow Valley Power,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.138,EPCOR
Bow Valley Power,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.138,EPCOR
Camrose Energy,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1414,EPCOR
Camrose Energy,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1414,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Floating Electricity Plan,6/1/2013 0:00,7/1/2013 0:00,60,0.1279,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Floating Electricity Plan,6/1/2013 0:00,7/1/2013 0:00,60,0.1279,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Matched RRO,6/1/2013 0:00,6/30/2013 0:00,1,0.0707,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Matched RRO,6/1/2013 0:00,6/30/2013 0:00,1,0.0708,EPCOR
Link Energy,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1353,EPCOR
Link Energy,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1353,EPCOR
NewGen Energy,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1447,EPCOR
NewGen Energy,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1447,EPCOR
Northern Lights Energy & Power,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1484,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1404,EPCOR
Spark,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1399,EPCOR
Spark,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1399,EPCOR
SPONSOR Energy,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1389,EPCOR
SPONSOR Energy,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1389,EPCOR
Spot Power,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1397,EPCOR
Spot Power,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1397,EPCOR
Vector Energy,Home,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1444,EPCOR
Vector Energy,Small Business,Wholesale,6/1/2013 0:00,6/30/2013 0:00,1,0.1444,EPCOR
E.NRG Power Ltd.,Home,Three Year Stable Rate Plan,6/18/2013 0:00,6/30/2013 0:00,36,0.086,EPCOR
E.NRG Power Ltd.,Small Business,Three Year Stable Rate Plan,6/18/2013 0:00,6/30/2013 0:00,36,0.086,EPCOR
Spark,Home,Three Year Stable Rate Plan,6/18/2013 0:00,6/30/2013 0:00,36,0.086,EPCOR
Spark,Small Business,Three Year Stable Rate Plan,6/18/2013 0:00,6/30/2013 0:00,36,0.086,EPCOR
Just Energy Alberta L.P.,Home,Four Year Price Protection Single Fuel,6/24/2013 0:00,9/1/2013 0:00,48,0.0859,EPCOR
Just Energy Alberta L.P.,Home,Five Year Price Protection Single Fuel,6/24/2013 0:00,9/1/2013 0:00,60,0.0859,EPCOR
Adagio Energy Inc.,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Adagio Energy Inc.,Home,Residential Option 2 - Senior,7/1/2013 0:00,9/23/2013 0:00,,0.073,EPCOR
Adagio Energy Inc.,Small Business,Small Business Rate,7/1/2013 0:00,9/23/2013 0:00,,0.0775,EPCOR
Adagio Energy Inc.,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0739,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0739,EPCOR
Bow Valley Power,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.085,EPCOR
Bow Valley Power,Home,Residential Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Bow Valley Power,Home,Residential Option 3 - Senior Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.073,EPCOR
Bow Valley Power,Home,EcoLogo Certified Green Energy,7/1/2013 0:00,9/23/2013 0:00,,0.088,EPCOR
Bow Valley Power,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0724,EPCOR
Bow Valley Power,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0724,EPCOR
Brighter Futures Energy Inc.,Home,Residential,7/1/2013 0:00,9/23/2013 0:00,,0.085,EPCOR
Brighter Futures Energy Inc.,Small Business,Business,7/1/2013 0:00,9/23/2013 0:00,,0.085,EPCOR
Camrose Energy,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.078,EPCOR
Camrose Energy,Small Business,Business Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.078,EPCOR
Camrose Energy,Home,Residential Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.076,EPCOR
Camrose Energy,Small Business,Business Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.076,EPCOR
Camrose Energy,Home,Residential Option 3 - Senior Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.074,EPCOR
Camrose Energy,Small Business,Not For Profit Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.074,EPCOR
Camrose Energy,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0757,EPCOR
Camrose Energy,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0757,EPCOR
E.NRG Power Ltd.,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.0775,EPCOR
E.NRG Power Ltd.,Home,Residential Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.0725,EPCOR
E.NRG Power Ltd.,Small Business,Small Business Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.073,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Floating Electricity Plan,7/1/2013 0:00,8/1/2013 0:00,60,0.0719,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Floating Electricity Plan,7/1/2013 0:00,8/1/2013 0:00,60,0.0719,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Matched RRO,7/1/2013 0:00,7/31/2013 0:00,1,0.1076,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Matched RRO,7/1/2013 0:00,7/31/2013 0:00,1,0.1076,EPCOR
Link Energy,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0697,EPCOR
Link Energy,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0697,EPCOR
Milner Power Inc.,Home,Three Year Stable Rate Plan,7/1/2013 0:00,9/23/2013 0:00,36,0.09,EPCOR
Milner Power Inc.,Small Business,Three Year Stable Rate Plan,7/1/2013 0:00,9/23/2013 0:00,36,0.09,EPCOR
Mountain View Power,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.0888,EPCOR
Mountain View Power,Small Business,Business Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.0888,EPCOR
Mountain View Power,Home,Residential Option 2 - Senior Rate,7/1/2013 0:00,9/23/2013 0:00,,0.0775,EPCOR
Mountain View Power,Small Business,Small Business Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.079,EPCOR
Mountain View Power,Farm,Agriculture Rate,7/1/2013 0:00,9/23/2013 0:00,,0.079,EPCOR
NewGen Energy,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.085,EPCOR
NewGen Energy,Home,Residential Option 2 - Senior Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
NewGen Energy,Small Business,Small Business Rate - Security Required,7/1/2013 0:00,7/23/2013 0:00,,0.08199999,EPCOR
NewGen Energy,Small Business,Not For Profit Rate,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
NewGen Energy,Farm,Agriculture Rate,7/1/2013 0:00,9/23/2013 0:00,,0.078,EPCOR
NewGen Energy,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0787,EPCOR
NewGen Energy,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0787,EPCOR
Northern Lights Energy & Power,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.08270001,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.08270001,EPCOR
Peace Power,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.0775,EPCOR
Peace Power,Home,Residential Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.078,EPCOR
Peace Power,Home,Residential Option 3 - Senior Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.074,EPCOR
Peace Power,Small Business,Business Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.0775,EPCOR
Peace Power,Small Business,Business Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.076,EPCOR
Peace Power,Home,Community Partner Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Peace Power,Small Business,Community Partner Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Peace Power,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0747,EPCOR
Peace Power,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0747,EPCOR
Spark,Home,Spark Member Price,7/1/2013 0:00,9/23/2013 0:00,,0.076,EPCOR
Spark,Home,Residential Option 1 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.0845,EPCOR
Spark,Home,Residential Option 2 - Senior Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.074,EPCOR
Spark,Small Business,Housing Co-op/ Condo Rate,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Spark,Small Business,Business Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Spark,Home,Community Partner Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Spark,Small Business,Community Partner Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Spark,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.07449999,EPCOR
Spark,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.07449999,EPCOR
SPONSOR Energy,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.0789,EPCOR
SPONSOR Energy,Home,Residential Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.0749,EPCOR
SPONSOR Energy,Small Business,Small Business Option 2,7/1/2013 0:00,9/23/2013 0:00,,0.0749,EPCOR
SPONSOR Energy,Small Business,Not For Profit Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.0739,EPCOR
SPONSOR Energy,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0732,EPCOR
SPONSOR Energy,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0732,EPCOR
Spot Power,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.0765,EPCOR
Spot Power,Home,Residential Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.0736,EPCOR
Spot Power,Home,Residential Option 3 - Senior Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.073,EPCOR
Spot Power,Home,Light Up Alberta," Clean Air (Available to Micro-Generator Only)""",7/1/2013 0:00,9/23/2013 0:00,,0.0725
Spot Power,Small Business,Small Business Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.0772,EPCOR
Spot Power,Small Business,Not For Profit Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.074,EPCOR
Spot Power,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0744,EPCOR
Spot Power,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0744,EPCOR
Vector Energy,Home,Residential Option 1,7/1/2013 0:00,9/23/2013 0:00,,0.0799,EPCOR
Vector Energy,Home,Residential Option 2 - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.073,EPCOR
Vector Energy,Small Business,Small Business Rate - Security Required,7/1/2013 0:00,9/23/2013 0:00,,0.08189999,EPCOR
Vector Energy,Home,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0789,EPCOR
Vector Energy,Small Business,Wholesale,7/1/2013 0:00,7/31/2013 0:00,1,0.0789,EPCOR
NewGen Energy,Home,Residential Option 3 - Security Required,7/24/2013 0:00,9/23/2013 0:00,,0.0799,EPCOR
NewGen Energy,Small Business,Small Business Rate,7/24/2013 0:00,9/23/2013 0:00,,0.08199999,EPCOR
NewGen Energy,Small Business,Small Business Rate - Security Required,7/24/2013 0:00,9/23/2013 0:00,,0.079,EPCOR
Adagio Energy Inc.,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1099,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1099,EPCOR
Bow Valley Power,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1084,EPCOR
Bow Valley Power,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1084,EPCOR
Camrose Energy,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1119,EPCOR
Camrose Energy,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1119,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Floating Electricity Plan,8/1/2013 0:00,9/1/2013 0:00,60,0.1015,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Floating Electricity Plan,8/1/2013 0:00,9/1/2013 0:00,60,0.1015,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Matched RRO,8/1/2013 0:00,8/31/2013 0:00,1,0.1141,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Matched RRO,8/1/2013 0:00,8/31/2013 0:00,1,0.1141,EPCOR
Link Energy,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1059,EPCOR
Link Energy,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1059,EPCOR
NewGen Energy,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1149,EPCOR
NewGen Energy,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1149,EPCOR
Northern Lights Energy & Power,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.119,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.119,EPCOR
Peace Power,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.111,EPCOR
Peace Power,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.111,EPCOR
Spark,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1104,EPCOR
Spark,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1104,EPCOR
SPONSOR Energy,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1094,EPCOR
SPONSOR Energy,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1094,EPCOR
Spot Power,Home,Wholesale,8/1/2013 0:00,8/13/2013 0:00,1,0.1103,EPCOR
Spot Power,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1103,EPCOR
Vector Energy,Home,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1148,EPCOR
Vector Energy,Small Business,Wholesale,8/1/2013 0:00,8/31/2013 0:00,1,0.1148,EPCOR
Sandstone Energy,Home,Residential Rate,8/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Sandstone Energy,Farm,Rural Rate,8/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Sandstone Energy,Home,Residential Discounted Rate - Security Rate,8/1/2013 0:00,9/23/2013 0:00,,0.07,EPCOR
Sandstone Energy,Small Business,Small Business Rate,8/1/2013 0:00,9/23/2013 0:00,,0.08,EPCOR
Sandstone Energy,Small Business,Business Discounted Rate - Security Required,8/1/2013 0:00,9/23/2013 0:00,,0.075,EPCOR
Adagio Energy Inc.,Home,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1414,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1414,EPCOR
Bow Valley Power,Home,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1399,EPCOR
Bow Valley Power,Small Business,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1399,EPCOR
Camrose Energy,Home,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1438,EPCOR
Camrose Energy,Small Business,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1438,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Floating Electricity Plan,9/1/2013 0:00,10/1/2013 0:00,60,0.1431,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Floating Electricity Plan,9/1/2013 0:00,10/1/2013 0:00,60,0.1431,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Matched RRO,9/1/2013 0:00,9/30/2013 0:00,1,0.1052,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Matched RRO,9/1/2013 0:00,9/30/2013 0:00,1,0.1052,EPCOR
Link Energy,Home,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1377,EPCOR
Link Energy,Small Business,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1377,EPCOR
NewGen Energy,Home,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1468,EPCOR
NewGen Energy,Small Business,Wholesale,9/1/2013 0:00,9/30/2013 0:00,1,0.1468,EPCOR
